intent,user_utterance,origin,new_intent,label
how_busy,what are average wait times for grilled cheese from 6 to 8?,parrot,avail,0
goodbye,good luck tomorrow,lambada,bye,2
thank_you,thank you?,parrot,bye,2
how_busy,is ihop busy?,parrot,avail,0
no,negative,original,cancel,3
yes,you are yes,lambada,book,1
reminder_update,keep an eye on my plants,parrot,resched,5
goodbye,this conversation was nice,parrot,bye,2
meeting_schedule,what meetings are planned for today?,parrot,avail,0
yes,ok,original,book,1
yes,certainly true,parrot,book,1
yes,i'll say yes,parrot,book,1
greeting,heyo,original,greet,4
greeting,salutations!,original,greet,4
yes,correct,original,book,1
reminder_update,please set a reminder?,parrot,resched,5
greeting,how you're treated?,parrot,greet,4
no,hell nah,original,cancel,3
greeting,hello what's happening,parrot,greet,4
meeting_schedule,when's the meeting today?,parrot,avail,0
goodbye,i’m leaving-goodbye!,original,bye,2
goodbye,we chatted well,parrot,bye,2
how_busy,how long will it be before i'm seated at the red lobster?,parrot,avail,0
meeting_schedule,meeting today,parrot,avail,0
goodbye,say goodbye,parrot,bye,2
yes,a true statement,parrot,book,1
greeting,wassup,original,greet,4
meeting_schedule,when's my meeting today?,parrot,avail,0
no,this isn't true,parrot,cancel,3
greeting,yo,original,greet,4
goodbye,bye bye,lambada,bye,2
goodbye,i have to go now,lambada,bye,2
schedule_meeting,need a meeting room,parrot,book,1
how_busy,how long will chili's wait,parrot,avail,0
goodbye,bye-bye,original,bye,2
thank_you,thanks again,original,bye,2
goodbye,tootles?,parrot,bye,2
yes,accepted,original,book,1
thank_you,thank you?,parrot,bye,2
thank_you,thanks for all the help,parrot,bye,2
goodbye,good luck,lambada,bye,2
yes,i'm going to tell you tes,parrot,book,1
no,no?,parrot,cancel,3
thank_you,appreciated,original,bye,2
how_busy,does the italian restaurant usually have long lines?,lambada,avail,0
no,negative,original,cancel,3
yes,definitely,original,book,1
yes,approved,original,book,1
goodbye,"thanks, bye",original,bye,2
goodbye,say goodbye,parrot,bye,2
thank_you,thank you for the time,parrot,bye,2
how_busy,is the cheesecake factory busy right now?,lambada,avail,0
greeting,how's life,original,greet,4
date,what's the date tomorrow? '',parrot,avail,0
goodbye,peace,original,bye,2
greeting,"hello, good morning",lambada,greet,4
thank_you,again thank you,parrot,bye,2
yes,"yes, that's true",lambada,book,1
schedule_meeting,need a meeting room,parrot,book,1
greeting,hola,original,greet,4
no,FALSE,original,cancel,3
goodbye,sayonara,original,bye,2
greeting,hi how're things going,lambada,greet,4
yes,you got it,parrot,book,1
yes,accepted,original,book,1
no,negating,parrot,cancel,3
yes,definitely,original,book,1
thank_you,i'm happy you've helped me,parrot,bye,2
how_busy,how long is the wait at olive garden today,lambada,avail,0
thank_you,thankyou,parrot,bye,2
goodbye,until the next time,parrot,bye,2
no,invalid,original,cancel,3
schedule_meeting,schedule the meeting with tom for 6pm,parrot,book,1
no,no way!,original,cancel,3
yes,obviously,parrot,book,1
goodbye,a pleasure to speak with you as always,parrot,bye,2
yes,certainly,parrot,book,1
thank_you,you answered,parrot,bye,2
meeting_schedule,when do you meet roger?,parrot,avail,0
yes,definitely,original,book,1
how_busy,how busy is the restaurant at 5 pm,lambada,avail,0
no,negation,parrot,cancel,3
goodbye,goodbye,original,bye,2
meeting_schedule,what meetings are i scheduled for today?,lambada,avail,0
thank_you,i really thank you,original,bye,2
no,no?,parrot,cancel,3
greeting,aho,parrot,greet,4
no,it is no,original,cancel,3
thank_you,my thanks,parrot,bye,2
greeting,hello there!,original,greet,4
greeting,how is life in my neighborhood,lambada,greet,4
no,there is no,parrot,cancel,3
reminder_update,remember to write later,parrot,resched,5
yes,definitely,original,book,1
how_busy,how long will chili's wait?,parrot,avail,0
goodbye,sayonara,original,bye,2
goodbye,afterward,parrot,bye,2
thank_you,i'm grateful,original,bye,2
greeting,heyo,original,greet,4
goodbye,later good luck,parrot,bye,2
no,thanks no,parrot,cancel,3
how_busy,tell me how busy denny's is at 6 o'clock in the morning,parrot,avail,0
greeting,how's ayi doing?,parrot,greet,4
goodbye,goodbye then,parrot,bye,2
thank_you,gracias,original,bye,2
yes,sure,original,book,1
thank_you,appreciated,original,bye,2
yes,"yes, please",parrot,book,1
calendar,what's my schedule for thursday?,parrot,avail,0
no,no?,parrot,cancel,3
greeting,how's my life today?,parrot,greet,4
yes,it's positive,parrot,book,1
greeting,heller,original,greet,4
goodbye,we chatted well,parrot,bye,2
date,what year is tomorrow,parrot,avail,0
no,negation,parrot,cancel,3
greeting,yo,original,greet,4
calendar,did i mark the appointment on my calendar?,parrot,avail,0
yes,affirmative,original,book,1
yes,agreed,original,book,1
no,that isn't true,lambada,cancel,3
no,FALSE,lambada,cancel,3
cancel_reservation,removing the dinner reservation,parrot,cancel,3
yes,10-Apr,original,book,1
goodbye,afterward,parrot,bye,2
date,in 9 days?,parrot,avail,0
greeting,hi,original,greet,4
no,no it's a lie,parrot,cancel,3
yes,not false,parrot,book,1
date,what month today?,parrot,avail,0
no,nope,original,cancel,3
cancel_reservation,abrogate the dinner reservation,parrot,cancel,3
thank_you,again thanks,parrot,bye,2
how_busy,do you think this place is busy around 5?,parrot,avail,0
greeting,hola!,original,greet,4
how_busy,how busy will be the wait at olive garden at 4 pm,lambada,avail,0
goodbye,it was good chatting,original,bye,2
schedule_meeting,i need a meeting room at 2pm on friday,original,book,1
greeting,"hello, good day",lambada,greet,4
no,naw,original,cancel,3
cancel_reservation,cancellation of reservation at the restaurant,parrot,cancel,3
cancel_reservation,annull a reservation at the restaurant for robin,parrot,cancel,3
yes,okay,original,book,1
reminder_update,keep an eye on the meeting of tomorrow,parrot,resched,5
goodbye,sayonara,original,bye,2
yes,confirmed,original,book,1
greeting,how are things going for you,original,greet,4
how_busy,the chili's busy at 9?,parrot,avail,0
date,current date,original,avail,0
calendar,are there plans for 12032019?,parrot,avail,0
meeting_schedule,when is homer's meeting?,parrot,avail,0
greeting,what's up?,parrot,greet,4
yes,that is right,original,book,1
no,so that's no,parrot,cancel,3
no,that's erroneous,parrot,cancel,3
goodbye,goodbyes,parrot,bye,2
no,it's negative,parrot,cancel,3
calendar,check my calendar for saturday,original,avail,0
greeting,"hello, are you doing fine",lambada,greet,4
no,that's incorrect!,original,cancel,3
yes,yes that's right,lambada,book,1
date,please explain today,parrot,avail,0
yes,"sure, that is right",lambada,book,1
yes,TRUE,lambada,book,1
how_busy,has the wait been long for orange blossoms?,parrot,avail,0
how_busy,why's the chili busy around noon?,parrot,avail,0
no,no that's wrong,original,cancel,3
greeting,hows it going,lambada,greet,4
yes,correct,original,book,1
goodbye,goodbyes,parrot,bye,2
yes,you are correct,original,book,1
meeting_schedule,i have any meetings today,lambada,avail,0
date,date tomorrow,parrot,avail,0
no,i think it's not right,parrot,cancel,3
no,FALSE,original,cancel,3
yes,correct,original,book,1
goodbye,goodbye now,parrot,bye,2
thank_you,i'm glad you did it for me,parrot,bye,2
greeting,yo,original,greet,4
goodbye,fairwell?,parrot,bye,2
yes,and you're correct,parrot,book,1
thank_you,you're welcome,parrot,bye,2
goodbye,i'll see you later ai,lambada,bye,2
no,erroneous,parrot,cancel,3
yes,yes,original,book,1
how_busy,does the grocery store have a lot of people around noon?,parrot,avail,0
greeting,hi,original,greet,4
goodbye,afterward,parrot,bye,2
greeting,"hello, ai",original,greet,4
no,FALSE,lambada,cancel,3
no,naw,original,cancel,3
goodbye,sayonara,original,bye,2
no,nay,original,cancel,3
greeting,whats up,original,greet,4
date,today?,parrot,avail,0
schedule_meeting,i'm going to need a meeting room on 9am on tuesday,original,book,1
date,which date is next?,parrot,avail,0
yes,accepted,original,book,1
no,that's absolutely false,parrot,cancel,3
goodbye,goodbyes soon,parrot,bye,2
how_busy,is ihop busy?,parrot,avail,0
no,negative certainly,parrot,cancel,3
yes,affirmative,original,book,1
date,in five days?,parrot,avail,0
date,please date,parrot,avail,0
goodbye,later,original,bye,2
goodbye,go easy,parrot,bye,2
thank_you,the best,parrot,bye,2
greeting,what's happened?,parrot,greet,4
goodbye,later!,original,bye,2
goodbye,a pleasure to speak with you as always,parrot,bye,2
cancel_reservation,should i cancel my reservation or should i just cancel it out?,parrot,cancel,3
no,negatory,original,cancel,3
yes,facts,original,book,1
greeting,heller,original,greet,4
cancel_reservation,the reservation i made,parrot,cancel,3
greeting,hi,original,greet,4
yes,"yes, that's correct",original,book,1
how_busy,how long will i wait to be seated in an italian restaurant?,parrot,avail,0
how_busy,do you know how busy the steakhouse will be at 5 pm?,parrot,avail,0
cancel_reservation,removing the dinner reservation,parrot,cancel,3
thank_you,you're special thanks,parrot,bye,2
meeting_schedule,are there any meetings planned between 3 and 5?,parrot,avail,0
how_busy,how long is the wait at chili's around 6 pm,lambada,avail,0
no,that's negative,parrot,cancel,3
how_busy,is ihop busy at 6 pm?,lambada,avail,0
goodbye,it's time to run,parrot,bye,2
thank_you,merci beaucoup,original,bye,2
no,no thanks,original,cancel,3
no,negative for sure,original,cancel,3
goodbye,i'm out,parrot,bye,2
goodbye,regards,original,bye,2
date,a year?,parrot,avail,0
greeting,what's my feeling?,parrot,greet,4
goodbye,come on soon,parrot,bye,2
no,naw,original,cancel,3
greeting,yo,original,greet,4
greeting,so how's everything?,parrot,greet,4
thank_you,thanks!,original,bye,2
greeting,"hi, ai",original,greet,4
no,negative,original,cancel,3
reminder_update,the cat needs neutering,parrot,resched,5
yes,correct,original,book,1
goodbye,tootles,original,bye,2
greeting,what do you feel today?,parrot,greet,4
goodbye,catch you later,original,bye,2
goodbye,later good luck,parrot,bye,2
reminder_update,remind yourself to take care of myself,parrot,resched,5
yes,yes is my answer,original,book,1
yes,i'm going to tell you tes,parrot,book,1
how_busy,how long is the wait at applebee's right now,lambada,avail,0
meeting_schedule,list the meetings today?,parrot,avail,0
how_busy,how busy is my kitchen today,lambada,avail,0
goodbye,peace,original,bye,2
greeting,aloha,original,greet,4
goodbye,the talks were pleasant,parrot,bye,2
greeting,hey,original,greet,4
goodbye,good-bye,parrot,bye,2
yes,"yes, please",parrot,book,1
date,what is today?,original,avail,0
goodbye,later gator!,original,bye,2
goodbye,sayonara ,parrot,bye,2
greeting,hello there!,original,greet,4
no,no that's not it?,parrot,cancel,3
date,today is what date?,parrot,avail,0
no,i must say no,original,cancel,3
thank_you,your answer was good,original,bye,2
date,what is the date of the next month?,lambada,avail,0
how_busy,how busy will the chili grill be at 7 pm?,parrot,avail,0
goodbye,see you soon,original,bye,2
no,that's actually false,parrot,cancel,3
no,FALSE,lambada,cancel,3
no,not right,parrot,cancel,3
schedule_meeting,is it possible to meet steve at the office?,parrot,book,1
yes,positive,parrot,book,1
no,negative,original,cancel,3
greeting,nice day,lambada,greet,4
no,i must say no,original,cancel,3
thank_you,awesome thanks,parrot,bye,2
how_busy,how busy is olive garden around 5:30,lambada,avail,0
greeting,hiya!,original,greet,4
greeting,yo,original,greet,4
schedule_meeting,help me set up a meeting,lambada,book,1
yes,yay,lambada,book,1
no,please disagree,lambada,cancel,3
calendar,what's my calendar for march 20th?,parrot,avail,0
goodbye,bye bye,lambada,bye,2
no,that's erroneous,parrot,cancel,3
meeting_schedule,please tell me what meeting i have today?,parrot,avail,0
thank_you,i'm really grateful,parrot,bye,2
no,the answer is no,original,cancel,3
yes,positive,original,book,1
no,it's no,parrot,cancel,3
goodbye,my friend,parrot,bye,2
how_busy,is kaya busy around 5 pm?,original,avail,0
greeting,hola,original,greet,4
calendar_update,please add the date of feb 5 to my calendar on june 7th,parrot,resched,5
thank_you,i'm happy you've helped me,parrot,bye,2
goodbye,buhbye now,lambada,bye,2
date,what is tomorrow?,parrot,avail,0
goodbye,farewell!,original,bye,2
no,nada,original,cancel,3
thank_you,thanks!,original,bye,2
goodbye,i have to leave,parrot,bye,2
yes,confirm,original,book,1
thank_you,many thanks,original,bye,2
greeting,good morning ai,parrot,greet,4
yes,uh huh,original,book,1
greeting,"ai, how is my life",lambada,greet,4
greeting,good morning ai,parrot,greet,4
yes,oh-huh,parrot,book,1
thank_you,the best,parrot,bye,2
meeting_schedule,do we meet today?,parrot,avail,0
yes,good,parrot,book,1
reminder_update,make a reminder to pay my mortgage,parrot,resched,5
no,i would prefer not,original,cancel,3
yes,it's certainly true,parrot,book,1
yes,right,parrot,book,1
thank_you,thanks for that,original,bye,2
no,FALSE,original,cancel,3
goodbye,bye!,original,bye,2
goodbye,bye,original,bye,2
yes,accept,parrot,book,1
goodbye,good call,parrot,bye,2
goodbye,adios!,original,bye,2
no,but it's wrong,parrot,cancel,3
how_busy,what's the wait?,parrot,avail,0
greeting,good morning,parrot,greet,4
meeting_schedule,meetings today,original,avail,0
no,the answer is certainly no,parrot,cancel,3
yes,absolutely,original,book,1
greeting,how's otc?,parrot,greet,4
thank_you,you helped,parrot,bye,2
thank_you,much obliged,original,bye,2
how_busy,how long until dinner macaroni and cheese,parrot,avail,0
goodbye,for now,parrot,bye,2
thank_you,the best,parrot,bye,2
yes,yes that's correct,original,book,1
reminder_update,set up an alarm to remind me to give my cat her flea medicine,original,resched,5
date,tell me the day?,parrot,avail,0
cancel_reservation,i have to cancel my reservation for tonight,parrot,cancel,3
how_busy,learn about waiting times at olive garden,parrot,avail,0
greeting,aho,parrot,greet,4
meeting_schedule,can i meet joan today?,parrot,avail,0
date,list the current days?,parrot,avail,0
goodbye,greetings,parrot,bye,2
how_busy,is the wait at the pizza hut too long?,parrot,avail,0
calendar,if i have any events on my calendar for saturday you could let me know,parrot,avail,0
no,no!,original,cancel,3
date,what's my date tomorrow?,parrot,avail,0
greeting,how's otc?,parrot,greet,4
yes,accepted,original,book,1
yes,right,parrot,book,1
no,negative,original,cancel,3
thank_you,okay thank you,parrot,bye,2
calendar,what's my march 30 calendar?,parrot,avail,0
greeting,how does ai feel?,parrot,greet,4
thank_you,so i appreciate it,parrot,bye,2
how_busy,how long do i have to wait at the cheese cake factory?,parrot,avail,0
no,i don't agree,parrot,cancel,3
calendar_update,please add my appointment to my calendar for the fifth,parrot,resched,5
no,negatory?,parrot,cancel,3
yes,yeah that's right,lambada,book,1
greeting,hows are ya,original,greet,4
no,no it's not good,parrot,cancel,3
how_busy,is michel busy at 3?,parrot,avail,0
yes,indeed,original,book,1
greeting,hey there!,original,greet,4
yes,perfect,parrot,book,1
greeting,how are things?,parrot,greet,4
greeting,"hello, ai",original,greet,4
yes,definitely,original,book,1
no,nada,original,cancel,3
yes,i need to know that it is true,parrot,book,1
goodbye,the talk was nice,lambada,bye,2
no,nope not it,original,cancel,3
goodbye,the discussion was nice,parrot,bye,2
reminder_update,let me remember,parrot,resched,5
yes,certainly,parrot,book,1
yes,correct,original,book,1
how_busy,is the restaurant busy at night?,lambada,avail,0
meeting_schedule,are there any meetings with jason today?,lambada,avail,0
